sentence_id	distance	rank_order
Sentence3071	3833	cat+oci+spa-eng ranked at 2280, higher than baseline2021 at 6113
Sentence3599	3821	baseline2021 ranked at 1738, higher than cat+oci+spa-eng at 5559
Sentence5863	3816	cat+oci+spa-eng ranked at 327, higher than baseline2021 at 4143
Sentence2752	3815	cat+oci+spa-eng ranked at 1901, higher than baseline2021 at 5716
Sentence4724	3805	baseline2021 ranked at 561, higher than cat+oci+spa-eng at 4366
Sentence6081	3804	cat+oci+spa-eng ranked at 2392, higher than baseline2021 at 6196
Sentence4942	3799	cat+oci+spa-eng ranked at 414, higher than baseline2021 at 4213
Sentence1889	3798	cat+oci+spa-eng ranked at 1968, higher than baseline2021 at 5766
Sentence695	3793	baseline2021 ranked at 2394, higher than cat+oci+spa-eng at 6187
Sentence3409	3791	cat+oci+spa-eng ranked at 1380, higher than baseline2021 at 5171
Sentence13	3791	cat+oci+spa-eng ranked at 2126, higher than baseline2021 at 5917
Sentence2050	3787	cat+oci+spa-eng ranked at 106, higher than baseline2021 at 3893
Sentence5121	3779	cat+oci+spa-eng ranked at 1598, higher than baseline2021 at 5377
Sentence734	3765	cat+oci+spa-eng ranked at 1950, higher than baseline2021 at 5715
Sentence1591	3760	cat+oci+spa-eng ranked at 325, higher than baseline2021 at 4085
Sentence1804	3750	cat+oci+spa-eng ranked at 1466, higher than baseline2021 at 5216
Sentence3844	3748	cat+oci+spa-eng ranked at 2343, higher than baseline2021 at 6091
Sentence1945	3746	baseline2021 ranked at 2327, higher than cat+oci+spa-eng at 6073
Sentence5489	3744	cat+oci+spa-eng ranked at 1035, higher than baseline2021 at 4779
Sentence3771	3736	cat+oci+spa-eng ranked at 2315, higher than baseline2021 at 6051
Sentence4357	3733	cat+oci+spa-eng ranked at 1130, higher than baseline2021 at 4863
Sentence6495	3730	cat+oci+spa-eng ranked at 1411, higher than baseline2021 at 5141
Sentence1841	3728	cat+oci+spa-eng ranked at 375, higher than baseline2021 at 4103
Sentence6011	3726	cat+oci+spa-eng ranked at 1924, higher than baseline2021 at 5650
Sentence3731	3710	cat+oci+spa-eng ranked at 1722, higher than baseline2021 at 5432
Sentence5812	3705	cat+oci+spa-eng ranked at 2649, higher than baseline2021 at 6354
Sentence5105	3699	cat+oci+spa-eng ranked at 2798, higher than baseline2021 at 6497
Sentence1547	3696	cat+oci+spa-eng ranked at 1451, higher than baseline2021 at 5147
Sentence5390	3693	cat+oci+spa-eng ranked at 2450, higher than baseline2021 at 6143
Sentence673	3682	cat+oci+spa-eng ranked at 2274, higher than baseline2021 at 5956
Sentence202	3671	cat+oci+spa-eng ranked at 1429, higher than baseline2021 at 5100
Sentence1285	3671	baseline2021 ranked at 1645, higher than cat+oci+spa-eng at 5316
Sentence4439	3667	cat+oci+spa-eng ranked at 2449, higher than baseline2021 at 6116
Sentence726	3666	cat+oci+spa-eng ranked at 6, higher than baseline2021 at 3672
Sentence2841	3665	baseline2021 ranked at 2600, higher than cat+oci+spa-eng at 6265
Sentence6305	3664	cat+oci+spa-eng ranked at 1021, higher than baseline2021 at 4685
Sentence5413	3662	cat+oci+spa-eng ranked at 1563, higher than baseline2021 at 5225
Sentence776	3647	cat+oci+spa-eng ranked at 405, higher than baseline2021 at 4052
Sentence2213	3644	baseline2021 ranked at 2488, higher than cat+oci+spa-eng at 6132
Sentence1447	3639	cat+oci+spa-eng ranked at 2541, higher than baseline2021 at 6180
Sentence2566	3625	cat+oci+spa-eng ranked at 832, higher than baseline2021 at 4457
Sentence6024	3621	baseline2021 ranked at 875, higher than cat+oci+spa-eng at 4496
Sentence2099	3620	cat+oci+spa-eng ranked at 2607, higher than baseline2021 at 6227
Sentence1812	3613	baseline2021 ranked at 1114, higher than cat+oci+spa-eng at 4727
Sentence6248	3609	baseline2021 ranked at 1459, higher than cat+oci+spa-eng at 5068
Sentence1651	3606	cat+oci+spa-eng ranked at 1773, higher than baseline2021 at 5379
Sentence2327	3602	cat+oci+spa-eng ranked at 2391, higher than baseline2021 at 5993
Sentence2377	3600	cat+oci+spa-eng ranked at 588, higher than baseline2021 at 4188
Sentence3614	3593	cat+oci+spa-eng ranked at 1175, higher than baseline2021 at 4768
Sentence798	3593	baseline2021 ranked at 1624, higher than cat+oci+spa-eng at 5217
Sentence4304	3591	cat+oci+spa-eng ranked at 1152, higher than baseline2021 at 4743
Sentence2897	3575	baseline2021 ranked at 38, higher than cat+oci+spa-eng at 3613
Sentence2778	3558	cat+oci+spa-eng ranked at 1109, higher than baseline2021 at 4667
Sentence2667	3557	cat+oci+spa-eng ranked at 1196, higher than baseline2021 at 4753
Sentence1671	3557	cat+oci+spa-eng ranked at 1783, higher than baseline2021 at 5340
Sentence3658	3557	cat+oci+spa-eng ranked at 1842, higher than baseline2021 at 5399
Sentence5412	3552	cat+oci+spa-eng ranked at 2733, higher than baseline2021 at 6285
Sentence381	3551	baseline2021 ranked at 1797, higher than cat+oci+spa-eng at 5348
Sentence6318	3549	cat+oci+spa-eng ranked at 1929, higher than baseline2021 at 5478
Sentence5992	3542	baseline2021 ranked at 189, higher than cat+oci+spa-eng at 3731
Sentence662	3540	cat+oci+spa-eng ranked at 2702, higher than baseline2021 at 6242
Sentence5003	3539	baseline2021 ranked at 218, higher than cat+oci+spa-eng at 3757
Sentence3863	3525	baseline2021 ranked at 1187, higher than cat+oci+spa-eng at 4712
Sentence5313	3524	baseline2021 ranked at 652, higher than cat+oci+spa-eng at 4176
Sentence3566	3524	baseline2021 ranked at 1929, higher than cat+oci+spa-eng at 5453
Sentence2349	3520	cat+oci+spa-eng ranked at 765, higher than baseline2021 at 4285
Sentence2633	3519	cat+oci+spa-eng ranked at 55, higher than baseline2021 at 3574
Sentence94	3516	cat+oci+spa-eng ranked at 1803, higher than baseline2021 at 5319
Sentence5100	3510	baseline2021 ranked at 1646, higher than cat+oci+spa-eng at 5156
Sentence2726	3509	baseline2021 ranked at 2392, higher than cat+oci+spa-eng at 5901
Sentence5159	3505	cat+oci+spa-eng ranked at 1320, higher than baseline2021 at 4825
Sentence4785	3505	cat+oci+spa-eng ranked at 1426, higher than baseline2021 at 4931
Sentence6105	3503	baseline2021 ranked at 2969, higher than cat+oci+spa-eng at 6472
Sentence1382	3499	baseline2021 ranked at 726, higher than cat+oci+spa-eng at 4225
Sentence230	3498	cat+oci+spa-eng ranked at 216, higher than baseline2021 at 3714
Sentence6328	3498	baseline2021 ranked at 1931, higher than cat+oci+spa-eng at 5429
Sentence2672	3496	baseline2021 ranked at 2450, higher than cat+oci+spa-eng at 5946
Sentence2788	3495	baseline2021 ranked at 291, higher than cat+oci+spa-eng at 3786
Sentence2483	3494	cat+oci+spa-eng ranked at 1276, higher than baseline2021 at 4770
Sentence1037	3483	cat+oci+spa-eng ranked at 334, higher than baseline2021 at 3817
Sentence3432	3482	baseline2021 ranked at 1528, higher than cat+oci+spa-eng at 5010
Sentence5495	3481	cat+oci+spa-eng ranked at 2855, higher than baseline2021 at 6336
Sentence1941	3480	cat+oci+spa-eng ranked at 2485, higher than baseline2021 at 5965
Sentence5545	3474	cat+oci+spa-eng ranked at 868, higher than baseline2021 at 4342
Sentence3556	3468	cat+oci+spa-eng ranked at 2251, higher than baseline2021 at 5719
Sentence932	3468	baseline2021 ranked at 2166, higher than cat+oci+spa-eng at 5634
Sentence4069	3458	cat+oci+spa-eng ranked at 320, higher than baseline2021 at 3778
Sentence2333	3458	cat+oci+spa-eng ranked at 2645, higher than baseline2021 at 6103
Sentence6293	3456	baseline2021 ranked at 850, higher than cat+oci+spa-eng at 4306
Sentence1098	3453	cat+oci+spa-eng ranked at 2109, higher than baseline2021 at 5562
Sentence2467	3453	cat+oci+spa-eng ranked at 2713, higher than baseline2021 at 6166
Sentence3266	3453	baseline2021 ranked at 3000, higher than cat+oci+spa-eng at 6453
Sentence1334	3450	cat+oci+spa-eng ranked at 2273, higher than baseline2021 at 5723
Sentence861	3450	baseline2021 ranked at 448, higher than cat+oci+spa-eng at 3898
Sentence621	3448	baseline2021 ranked at 2728, higher than cat+oci+spa-eng at 6176
Sentence170	3441	cat+oci+spa-eng ranked at 1807, higher than baseline2021 at 5248
Sentence3237	3437	cat+oci+spa-eng ranked at 1279, higher than baseline2021 at 4716
Sentence3546	3436	baseline2021 ranked at 420, higher than cat+oci+spa-eng at 3856
Sentence6201	3429	cat+oci+spa-eng ranked at 23, higher than baseline2021 at 3452
Sentence2065	3428	cat+oci+spa-eng ranked at 1009, higher than baseline2021 at 4437
Sentence2584	3424	cat+oci+spa-eng ranked at 1854, higher than baseline2021 at 5278
Sentence5768	3422	baseline2021 ranked at 2397, higher than cat+oci+spa-eng at 5819
Sentence511	3421	baseline2021 ranked at 1901, higher than cat+oci+spa-eng at 5322
Sentence1746	3419	baseline2021 ranked at 2017, higher than cat+oci+spa-eng at 5436
Sentence5751	3417	cat+oci+spa-eng ranked at 2135, higher than baseline2021 at 5552
Sentence3258	3416	baseline2021 ranked at 2966, higher than cat+oci+spa-eng at 6382
Sentence1021	3414	cat+oci+spa-eng ranked at 1611, higher than baseline2021 at 5025
Sentence3398	3411	cat+oci+spa-eng ranked at 1691, higher than baseline2021 at 5102
Sentence2456	3410	cat+oci+spa-eng ranked at 2323, higher than baseline2021 at 5733
Sentence1527	3403	cat+oci+spa-eng ranked at 1117, higher than baseline2021 at 4520
Sentence4473	3403	baseline2021 ranked at 780, higher than cat+oci+spa-eng at 4183
Sentence3920	3401	cat+oci+spa-eng ranked at 2353, higher than baseline2021 at 5754
Sentence5136	3399	cat+oci+spa-eng ranked at 876, higher than baseline2021 at 4275
Sentence5065	3398	cat+oci+spa-eng ranked at 2907, higher than baseline2021 at 6305
Sentence3694	3393	cat+oci+spa-eng ranked at 1651, higher than baseline2021 at 5044
Sentence3712	3390	baseline2021 ranked at 139, higher than cat+oci+spa-eng at 3529
Sentence5399	3382	cat+oci+spa-eng ranked at 1603, higher than baseline2021 at 4985
Sentence3986	3380	cat+oci+spa-eng ranked at 826, higher than baseline2021 at 4206
Sentence6332	3378	cat+oci+spa-eng ranked at 499, higher than baseline2021 at 3877
Sentence6440	3377	cat+oci+spa-eng ranked at 2340, higher than baseline2021 at 5717
Sentence4410	3373	baseline2021 ranked at 2131, higher than cat+oci+spa-eng at 5504
Sentence5012	3373	baseline2021 ranked at 2312, higher than cat+oci+spa-eng at 5685
Sentence2662	3372	baseline2021 ranked at 413, higher than cat+oci+spa-eng at 3785
Sentence3713	3367	cat+oci+spa-eng ranked at 271, higher than baseline2021 at 3638
Sentence178	3367	baseline2021 ranked at 2965, higher than cat+oci+spa-eng at 6332
Sentence2268	3365	baseline2021 ranked at 2186, higher than cat+oci+spa-eng at 5551
Sentence2012	3363	cat+oci+spa-eng ranked at 2241, higher than baseline2021 at 5604
Sentence244	3362	cat+oci+spa-eng ranked at 1018, higher than baseline2021 at 4380
Sentence4734	3361	cat+oci+spa-eng ranked at 1738, higher than baseline2021 at 5099
Sentence1641	3359	cat+oci+spa-eng ranked at 45, higher than baseline2021 at 3404
Sentence1735	3356	baseline2021 ranked at 972, higher than cat+oci+spa-eng at 4328
Sentence1778	3354	cat+oci+spa-eng ranked at 2619, higher than baseline2021 at 5973
Sentence1634	3351	cat+oci+spa-eng ranked at 44, higher than baseline2021 at 3395
Sentence4935	3350	baseline2021 ranked at 176, higher than cat+oci+spa-eng at 3526
Sentence6266	3350	baseline2021 ranked at 2873, higher than cat+oci+spa-eng at 6223
Sentence767	3349	cat+oci+spa-eng ranked at 482, higher than baseline2021 at 3831
Sentence5980	3345	cat+oci+spa-eng ranked at 450, higher than baseline2021 at 3795
Sentence1832	3344	baseline2021 ranked at 424, higher than cat+oci+spa-eng at 3768
Sentence4843	3338	baseline2021 ranked at 3023, higher than cat+oci+spa-eng at 6361
Sentence4598	3337	cat+oci+spa-eng ranked at 2476, higher than baseline2021 at 5813
Sentence3140	3331	cat+oci+spa-eng ranked at 2155, higher than baseline2021 at 5486
Sentence269	3330	cat+oci+spa-eng ranked at 264, higher than baseline2021 at 3594
Sentence6045	3326	cat+oci+spa-eng ranked at 1822, higher than baseline2021 at 5148
Sentence2076	3322	baseline2021 ranked at 1021, higher than cat+oci+spa-eng at 4343
Sentence3077	3321	cat+oci+spa-eng ranked at 500, higher than baseline2021 at 3821
Sentence3669	3316	cat+oci+spa-eng ranked at 658, higher than baseline2021 at 3974
Sentence5161	3311	baseline2021 ranked at 912, higher than cat+oci+spa-eng at 4223
Sentence1301	3305	cat+oci+spa-eng ranked at 1670, higher than baseline2021 at 4975
Sentence243	3303	cat+oci+spa-eng ranked at 330, higher than baseline2021 at 3633
Sentence4916	3303	baseline2021 ranked at 2273, higher than cat+oci+spa-eng at 5576
Sentence3018	3299	cat+oci+spa-eng ranked at 2901, higher than baseline2021 at 6200
Sentence3973	3297	cat+oci+spa-eng ranked at 1876, higher than baseline2021 at 5173
Sentence4195	3289	cat+oci+spa-eng ranked at 1763, higher than baseline2021 at 5052
Sentence4813	3287	cat+oci+spa-eng ranked at 1247, higher than baseline2021 at 4534
Sentence6368	3287	cat+oci+spa-eng ranked at 2967, higher than baseline2021 at 6254
Sentence1444	3287	baseline2021 ranked at 535, higher than cat+oci+spa-eng at 3822
Sentence5152	3277	baseline2021 ranked at 3093, higher than cat+oci+spa-eng at 6370
Sentence2593	3276	cat+oci+spa-eng ranked at 1921, higher than baseline2021 at 5197
Sentence4275	3271	cat+oci+spa-eng ranked at 1549, higher than baseline2021 at 4820
Sentence5340	3270	cat+oci+spa-eng ranked at 2656, higher than baseline2021 at 5926
Sentence2945	3270	baseline2021 ranked at 2602, higher than cat+oci+spa-eng at 5872
Sentence1570	3265	cat+oci+spa-eng ranked at 1200, higher than baseline2021 at 4465
Sentence5705	3263	cat+oci+spa-eng ranked at 2335, higher than baseline2021 at 5598
Sentence1678	3262	cat+oci+spa-eng ranked at 1439, higher than baseline2021 at 4701
Sentence3837	3262	baseline2021 ranked at 1069, higher than cat+oci+spa-eng at 4331
Sentence173	3261	baseline2021 ranked at 1490, higher than cat+oci+spa-eng at 4751
Sentence4969	3256	baseline2021 ranked at 393, higher than cat+oci+spa-eng at 3649
Sentence5643	3254	cat+oci+spa-eng ranked at 2806, higher than baseline2021 at 6060
Sentence2710	3251	cat+oci+spa-eng ranked at 3147, higher than baseline2021 at 6398
Sentence5852	3250	baseline2021 ranked at 1583, higher than cat+oci+spa-eng at 4833
Sentence4828	3249	cat+oci+spa-eng ranked at 2267, higher than baseline2021 at 5516
Sentence6158	3247	cat+oci+spa-eng ranked at 275, higher than baseline2021 at 3522
Sentence3107	3246	baseline2021 ranked at 369, higher than cat+oci+spa-eng at 3615
Sentence2967	3236	baseline2021 ranked at 1966, higher than cat+oci+spa-eng at 5202
Sentence3615	3235	cat+oci+spa-eng ranked at 2154, higher than baseline2021 at 5389
Sentence3572	3232	baseline2021 ranked at 2127, higher than cat+oci+spa-eng at 5359
Sentence4205	3230	cat+oci+spa-eng ranked at 1585, higher than baseline2021 at 4815
Sentence1653	3229	cat+oci+spa-eng ranked at 600, higher than baseline2021 at 3829
Sentence3211	3226	cat+oci+spa-eng ranked at 2380, higher than baseline2021 at 5606
Sentence282	3224	cat+oci+spa-eng ranked at 890, higher than baseline2021 at 4114
Sentence663	3222	baseline2021 ranked at 1851, higher than cat+oci+spa-eng at 5073
Sentence5239	3208	cat+oci+spa-eng ranked at 740, higher than baseline2021 at 3948
Sentence5205	3206	cat+oci+spa-eng ranked at 1215, higher than baseline2021 at 4421
Sentence4675	3202	cat+oci+spa-eng ranked at 3024, higher than baseline2021 at 6226
Sentence5303	3201	baseline2021 ranked at 1290, higher than cat+oci+spa-eng at 4491
Sentence1302	3197	cat+oci+spa-eng ranked at 691, higher than baseline2021 at 3888
Sentence1438	3191	cat+oci+spa-eng ranked at 2066, higher than baseline2021 at 5257
Sentence1230	3191	baseline2021 ranked at 2887, higher than cat+oci+spa-eng at 6078
Sentence2790	3184	cat+oci+spa-eng ranked at 2984, higher than baseline2021 at 6168
Sentence4481	3175	cat+oci+spa-eng ranked at 3200, higher than baseline2021 at 6375
Sentence2854	3174	cat+oci+spa-eng ranked at 2616, higher than baseline2021 at 5790
Sentence4419	3173	baseline2021 ranked at 190, higher than cat+oci+spa-eng at 3363
Sentence5245	3173	baseline2021 ranked at 871, higher than cat+oci+spa-eng at 4044
Sentence719	3169	baseline2021 ranked at 2215, higher than cat+oci+spa-eng at 5384
Sentence513	3168	baseline2021 ranked at 1839, higher than cat+oci+spa-eng at 5007
Sentence6188	3166	cat+oci+spa-eng ranked at 2629, higher than baseline2021 at 5795
Sentence289	3153	baseline2021 ranked at 829, higher than cat+oci+spa-eng at 3982
Sentence6195	3150	cat+oci+spa-eng ranked at 354, higher than baseline2021 at 3504
Sentence3910	3150	baseline2021 ranked at 3099, higher than cat+oci+spa-eng at 6249
Sentence6276	3146	cat+oci+spa-eng ranked at 250, higher than baseline2021 at 3396
Sentence1022	3142	baseline2021 ranked at 2447, higher than cat+oci+spa-eng at 5589
Sentence5740	3138	cat+oci+spa-eng ranked at 3019, higher than baseline2021 at 6157
Sentence4217	3135	baseline2021 ranked at 1013, higher than cat+oci+spa-eng at 4148
Sentence1431	3135	baseline2021 ranked at 1178, higher than cat+oci+spa-eng at 4313
Sentence3860	3134	baseline2021 ranked at 3020, higher than cat+oci+spa-eng at 6154
Sentence4042	3127	cat+oci+spa-eng ranked at 3330, higher than baseline2021 at 6457
Sentence5831	3126	cat+oci+spa-eng ranked at 2137, higher than baseline2021 at 5263
Sentence4965	3126	cat+oci+spa-eng ranked at 2322, higher than baseline2021 at 5448
Sentence4569	3123	baseline2021 ranked at 2055, higher than cat+oci+spa-eng at 5178
Sentence4805	3118	cat+oci+spa-eng ranked at 3102, higher than baseline2021 at 6220
Sentence935	3117	cat+oci+spa-eng ranked at 2076, higher than baseline2021 at 5193
Sentence5149	3112	cat+oci+spa-eng ranked at 1034, higher than baseline2021 at 4146
Sentence2045	3108	baseline2021 ranked at 2912, higher than cat+oci+spa-eng at 6020
Sentence421	3107	cat+oci+spa-eng ranked at 2501, higher than baseline2021 at 5608
Sentence6435	3103	baseline2021 ranked at 1358, higher than cat+oci+spa-eng at 4461
Sentence437	3102	cat+oci+spa-eng ranked at 2611, higher than baseline2021 at 5713
